fir_id,crime_type,district,police_station,fir_date,crime_time,status,criminal_id,victim_id,investigating_officer
FIR008698,Domestic Violence,Ramanagara,Ramanagara Rural,2025-04-21,06:26:48,Pending,CR01248,VI01205,Inspector Ramanagara Rural
FIR008699,Robbery,Udupi,Udupi East,2021-09-29,03:36:39,Escalated,CR00063,VI04270,Inspector Udupi East
FIR008700,Cyber Crime,Mandya,Mandya East,2023-01-01,18:33:18,Closed,CR01005,VI00834,Inspector Mandya East
FIR008701,Fraud,Chikkamagaluru,Chikkamagaluru Town,2022-04-05,15:25:00,Under Investigation,CR01796,VI03303,Inspector Chikkamagaluru Town
FIR008702,Robbery,Raichur,Raichur Rural,2026-02-28,18:22:34,Escalated,CR01267,VI04497,Inspector Raichur Rural
FIR008703,Vandalism,Vijayapura,Vijayapura East,2025-04-17,13:22:46,Open,CR01728,VI02831,Inspector Vijayapura East
FIR008704,Robbery,Koppal,Koppal East,2024-06-12,00:06:14,Open,CR01552,VI02920,Inspector Koppal East
FIR008705,Robbery,Kolar,Kolar Town,2026-03-19,03:01:24,Under Investigation,CR02037,VI04089,Inspector Kolar Town
FIR008706,Theft,Tumakuru,Tumakuru East,2024-09-22,14:35:42,Open,CR01078,VI00639,Inspector Tumakuru East
FIR008707,Domestic Violence,Belagavi,Camp,2024-01-09,08:47:14,Pending,CR02865,VI01606,Inspector Camp
FIR008708,Vandalism,Shivamogga,Shivamogga Rural,2022-06-25,12:20:27,Open,CR01865,VI03029,Inspector Shivamogga Rural
FIR008709,Narcotics,Haveri,Haveri Town,2022-03-27,11:31:23,Escalated,CR02488,VI03471,Inspector Haveri Town
FIR008710,Narcotics,Chitradurga,Chitradurga Rural,2025-12-02,20:23:48,Under Investigation,CR01164,VI00428,Inspector Chitradurga Rural
FIR008711,Theft,Kolar,Kolar East,2025-09-06,07:05:36,Under Investigation,CR01562,VI04788,Inspector Kolar East
FIR008712,Burglary,Chikkamagaluru,Chikkamagaluru Rural,2022-11-19,14:30:47,Closed,CR01837,VI00557,Inspector Chikkamagaluru Rural
FIR008713,Traffic Violation,Shivamogga,Shivamogga Rural,2025-10-31,06:18:48,Open,CR00580,VI01591,Inspector Shivamogga Rural
FIR008714,Domestic Violence,Vijayapura,Vijayapura East,2023-07-18,07:24:11,Open,CR02591,VI01054,Inspector Vijayapura East
FIR008715,Robbery,Hassan,Hassan Town,2024-02-17,19:44:30,Pending,CR01455,VI01430,Inspector Hassan Town
FIR008716,Vandalism,Koppal,Koppal Town,2023-10-22,19:15:48,Closed,CR02566,VI01618,Inspector Koppal Town
FIR008717,Domestic Violence,Belagavi,Market,2025-05-08,03:47:26,Pending,CR02206,VI01854,Inspector Market
FIR008718,Traffic Violation,Bengaluru Rural,Bengaluru Rural Rural,2023-08-20,07:11:40,Closed,CR01485,VI02768,Inspector Bengaluru Rural Rural
FIR008719,Narcotics,Ramanagara,Ramanagara East,2021-09-06,08:55:18,Open,CR01248,VI01520,Inspector Ramanagara East
FIR008720,Burglary,Haveri,Haveri East,2026-05-22,03:56:33,Pending,CR01209,VI00368,Inspector Haveri East
FIR008721,Narcotics,Hassan,Hassan East,2024-05-08,02:07:13,Closed,CR02747,VI03927,Inspector Hassan East
FIR008722,Burglary,Bidar,Bidar Town,2025-12-17,16:11:59,Pending,CR01367,VI04830,Inspector Bidar Town
FIR008723,Vandalism,Dharwad,Dharwad Town,2025-04-12,05:57:41,Escalated,CR01207,VI01534,Inspector Dharwad Town
FIR008724,Cyber Crime,Haveri,Haveri East,2024-02-10,10:52:03,Escalated,CR00650,VI03804,Inspector Haveri East
FIR008725,Burglary,Hassan,Hassan Town,2023-02-10,20:12:56,Pending,CR02407,VI04759,Inspector Hassan Town
FIR008726,Assault,Ramanagara,Ramanagara Town,2021-12-22,03:03:39,Escalated,CR02259,VI02465,Inspector Ramanagara Town
FIR008727,Fraud,Dakshina Kannada,Barke,2022-10-24,15:18:29,Pending,CR00226,VI02987,Inspector Barke
FIR008728,Vandalism,Gadag,Gadag East,2025-06-21,11:16:30,Escalated,CR01416,VI00680,Inspector Gadag East
FIR008729,Cyber Crime,Chikkaballapur,Chikkaballapur Rural,2024-03-16,15:19:14,Escalated,CR00448,VI00278,Inspector Chikkaballapur Rural
FIR008730,Robbery,Kalaburagi,Kalaburagi Town,2024-10-14,14:58:55,Under Investigation,CR01986,VI00063,Inspector Kalaburagi Town
FIR008731,Assault,Kolar,Kolar Rural,2025-07-26,07:40:16,Open,CR01312,VI01018,Inspector Kolar Rural
FIR008732,Vandalism,Vijayapura,Vijayapura Rural,2023-03-29,00:18:57,Open,CR01175,VI00026,Inspector Vijayapura Rural
FIR008733,Theft,Dharwad,Dharwad Rural,2025-06-22,23:03:29,Escalated,CR01328,VI03430,Inspector Dharwad Rural
FIR008734,Assault,Udupi,Udupi Town,2025-05-29,01:09:28,Pending,CR02606,VI04510,Inspector Udupi Town
FIR008735,Theft,Vijayapura,Vijayapura Rural,2024-03-12,10:20:31,Escalated,CR00858,VI03810,Inspector Vijayapura Rural
FIR008736,Cyber Crime,Uttara Kannada,Uttara Kannada Town,2022-06-19,04:33:10,Open,CR01894,VI00323,Inspector Uttara Kannada Town
FIR008737,Cyber Crime,Vijayanagara,Vijayanagara Town,2023-04-07,08:02:54,Pending,CR00112,VI00736,Inspector Vijayanagara Town
FIR008738,Robbery,Bengaluru Rural,Bengaluru Rural Rural,2022-02-10,04:06:22,Closed,CR01895,VI01648,Inspector Bengaluru Rural Rural
FIR008739,Fraud,Vijayapura,Vijayapura Town,2022-12-01,15:33:25,Under Investigation,CR00472,VI02441,Inspector Vijayapura Town
FIR008740,Assault,Chikkamagaluru,Chikkamagaluru Rural,2026-03-21,02:20:38,Pending,CR02250,VI04835,Inspector Chikkamagaluru Rural
FIR008741,Fraud,Tumakuru,Tumakuru East,2026-06-19,23:13:08,Closed,CR01078,VI01140,Inspector Tumakuru East
FIR008742,Narcotics,Uttara Kannada,Uttara Kannada East,2023-07-29,15:52:47,Closed,CR00147,VI00627,Inspector Uttara Kannada East
FIR008743,Vandalism,Chikkaballapur,Chikkaballapur Rural,2024-03-16,14:36:21,Closed,CR00728,VI01875,Inspector Chikkaballapur Rural
FIR008744,Cyber Crime,Vijayapura,Vijayapura Rural,2022-11-29,01:54:37,Under Investigation,CR00511,VI04300,Inspector Vijayapura Rural
FIR008745,Fraud,Koppal,Koppal Rural,2023-11-24,17:41:48,Pending,CR00398,VI03699,Inspector Koppal Rural
FIR008746,Robbery,Shivamogga,Shivamogga Rural,2024-06-21,09:04:09,Escalated,CR00755,VI03234,Inspector Shivamogga Rural
FIR008747,Cyber Crime,Dakshina Kannada,Barke,2026-04-01,04:51:51,Escalated,CR02793,VI04407,Inspector Barke
FIR008748,Theft,Kolar,Kolar Rural,2022-08-30,00:03:52,Open,CR00731,VI01898,Inspector Kolar Rural
FIR008749,Narcotics,Udupi,Udupi East,2023-12-07,05:52:51,Under Investigation,CR01101,VI02912,Inspector Udupi East
FIR008750,Robbery,Bengaluru Rural,Bengaluru Rural East,2022-12-16,17:13:54,Pending,CR01939,VI01352,Inspector Bengaluru Rural East
FIR008751,Vandalism,Ramanagara,Ramanagara Town,2023-01-23,06:05:57,Escalated,CR01394,VI00741,Inspector Ramanagara Town
FIR008752,Narcotics,Raichur,Raichur East,2024-10-09,04:19:12,Pending,CR00852,VI01472,Inspector Raichur East
FIR008753,Theft,Mandya,Mandya Rural,2024-04-07,11:45:49,Pending,CR01184,VI00614,Inspector Mandya Rural
FIR008754,Theft,Raichur,Raichur Rural,2025-01-30,01:34:26,Open,CR02574,VI00018,Inspector Raichur Rural
FIR008755,Domestic Violence,Bengaluru Rural,Bengaluru Rural East,2022-04-05,02:49:14,Closed,CR02276,VI04600,Inspector Bengaluru Rural East
FIR008756,Narcotics,Bidar,Bidar Rural,2024-05-24,06:09:04,Pending,CR01831,VI02024,Inspector Bidar Rural
FIR008757,Assault,Bidar,Bidar East,2024-07-16,09:12:47,Open,CR02881,VI01808,Inspector Bidar East
FIR008758,Theft,Shivamogga,Shivamogga East,2024-06-22,19:41:57,Under Investigation,CR00965,VI03504,Inspector Shivamogga East
FIR008759,Vandalism,Uttara Kannada,Uttara Kannada Town,2024-04-14,13:05:43,Closed,CR00114,VI00508,Inspector Uttara Kannada Town
FIR008760,Assault,Chikkaballapur,Chikkaballapur Rural,2026-03-25,13:23:02,Escalated,CR00728,VI02757,Inspector Chikkaballapur Rural
FIR008761,Theft,Bidar,Bidar East,2022-01-02,13:57:42,Pending,CR02983,VI04279,Inspector Bidar East
FIR008762,Theft,Mandya,Mandya Town,2024-12-06,09:54:00,Closed,CR01119,VI03832,Inspector Mandya Town
FIR008763,Cyber Crime,Gadag,Gadag East,2025-02-17,11:13:54,Pending,CR00896,VI00360,Inspector Gadag East
FIR008764,Assault,Bengaluru Rural,Bengaluru Rural Rural,2023-02-10,05:43:52,Under Investigation,CR00179,VI01034,Inspector Bengaluru Rural Rural
FIR008765,Theft,Chikkaballapur,Chikkaballapur Town,2025-03-29,13:20:02,Open,CR00315,VI02140,Inspector Chikkaballapur Town
FIR008766,Fraud,Koppal,Koppal Rural,2026-02-07,03:33:27,Under Investigation,CR01145,VI03476,Inspector Koppal Rural
FIR008767,Theft,Chikkamagaluru,Chikkamagaluru Town,2026-02-14,13:08:45,Open,CR01136,VI02681,Inspector Chikkamagaluru Town
FIR008768,Robbery,Koppal,Koppal Town,2025-02-22,14:44:53,Escalated,CR00936,VI01616,Inspector Koppal Town
FIR008769,Cyber Crime,Dharwad,Dharwad Town,2023-07-09,22:26:53,Escalated,CR01226,VI00641,Inspector Dharwad Town
FIR008770,Robbery,Ramanagara,Ramanagara East,2022-09-14,13:49:47,Pending,CR00963,VI02279,Inspector Ramanagara East
FIR008771,Assault,Ballari,Ballari Town,2026-07-04,17:07:00,Open,CR02092,VI01611,Inspector Ballari Town
FIR008772,Narcotics,Tumakuru,Tumakuru Rural,2025-10-11,20:43:09,Pending,CR00775,VI01914,Inspector Tumakuru Rural
FIR008773,Assault,Dharwad,Dharwad Town,2022-12-19,17:24:19,Escalated,CR02360,VI02259,Inspector Dharwad Town
FIR008774,Domestic Violence,Yadgir,Yadgir Town,2022-05-18,06:46:22,Under Investigation,CR00749,VI00566,Inspector Yadgir Town
FIR008775,Traffic Violation,Gadag,Gadag Town,2021-08-02,15:00:37,Open,CR01102,VI00171,Inspector Gadag Town
FIR008776,Vandalism,Hassan,Hassan East,2025-03-16,07:47:15,Open,CR00744,VI02446,Inspector Hassan East
FIR008777,Narcotics,Ballari,Ballari Rural,2025-02-03,18:33:27,Open,CR02378,VI02271,Inspector Ballari Rural
FIR008778,Fraud,Vijayapura,Vijayapura East,2021-10-17,22:59:51,Pending,CR02628,VI03540,Inspector Vijayapura East
FIR008779,Assault,Mandya,Mandya Rural,2023-02-04,22:27:44,Closed,CR00125,VI00327,Inspector Mandya Rural
FIR008780,Vandalism,Bengaluru Rural,Bengaluru Rural Town,2023-03-23,13:14:25,Pending,CR02699,VI02795,Inspector Bengaluru Rural Town
FIR008781,Theft,Haveri,Haveri Rural,2021-10-20,02:26:26,Escalated,CR02864,VI03132,Inspector Haveri Rural
FIR008782,Vandalism,Chamarajanagar,Chamarajanagar East,2023-04-19,09:56:20,Escalated,CR02443,VI04993,Inspector Chamarajanagar East
FIR008783,Assault,Kodagu,Kodagu Rural,2025-05-10,23:09:07,Pending,CR00673,VI03045,Inspector Kodagu Rural
FIR008784,Burglary,Vijayapura,Vijayapura Town,2022-01-11,04:50:18,Open,CR00329,VI01466,Inspector Vijayapura Town
FIR008785,Vandalism,Chitradurga,Chitradurga Rural,2021-12-23,11:17:31,Closed,CR02432,VI01635,Inspector Chitradurga Rural
FIR008786,Theft,Vijayapura,Vijayapura Rural,2024-08-19,10:54:53,Open,CR02655,VI03279,Inspector Vijayapura Rural
FIR008787,Cyber Crime,Gadag,Gadag East,2026-02-25,19:39:35,Escalated,CR02807,VI04351,Inspector Gadag East
FIR008788,Theft,Yadgir,Yadgir East,2026-06-15,15:40:32,Open,CR01097,VI04445,Inspector Yadgir East
FIR008789,Burglary,Bidar,Bidar East,2024-04-17,05:48:53,Escalated,CR01548,VI00198,Inspector Bidar East
FIR008790,Burglary,Udupi,Udupi East,2023-10-09,16:59:29,Under Investigation,CR01703,VI03118,Inspector Udupi East
FIR008791,Vandalism,Udupi,Udupi East,2022-08-24,06:21:34,Closed,CR01197,VI04033,Inspector Udupi East
FIR008792,Robbery,Haveri,Haveri Rural,2023-10-13,16:23:05,Under Investigation,CR01153,VI01081,Inspector Haveri Rural
FIR008793,Traffic Violation,Raichur,Raichur Town,2023-09-21,14:22:31,Under Investigation,CR01900,VI02215,Inspector Raichur Town
FIR008794,Burglary,Kalaburagi,Kalaburagi Town,2023-04-28,14:42:37,Open,CR01085,VI01593,Inspector Kalaburagi Town
FIR008795,Fraud,Tumakuru,Tumakuru Town,2023-01-01,16:43:39,Under Investigation,CR02572,VI03931,Inspector Tumakuru Town
FIR008796,Burglary,Vijayapura,Vijayapura East,2021-08-04,14:00:12,Closed,CR00479,VI03540,Inspector Vijayapura East
FIR008797,Robbery,Mysuru,Lashkar,2025-11-30,04:03:30,Under Investigation,CR01465,VI03751,Inspector Lashkar
FIR008798,Robbery,Kalaburagi,Kalaburagi Rural,2021-09-02,13:42:19,Pending,CR00555,VI01122,Inspector Kalaburagi Rural
FIR008799,Robbery,Hassan,Hassan East,2022-02-24,19:46:03,Under Investigation,CR01633,VI04435,Inspector Hassan East
FIR008800,Cyber Crime,Vijayanagara,Vijayanagara Rural,2022-09-19,21:57:54,Pending,CR02342,VI02652,Inspector Vijayanagara Rural
FIR008801,Theft,Vijayapura,Vijayapura Rural,2026-06-17,21:11:07,Closed,CR02047,VI00815,Inspector Vijayapura Rural
FIR008802,Fraud,Bengaluru Rural,Bengaluru Rural Rural,2025-08-23,07:05:53,Closed,CR00776,VI01008,Inspector Bengaluru Rural Rural
FIR008803,Robbery,Mandya,Mandya Rural,2025-10-02,13:45:56,Open,CR01160,VI04710,Inspector Mandya Rural
FIR008804,Assault,Raichur,Raichur East,2025-11-24,10:12:26,Open,CR00852,VI01502,Inspector Raichur East
FIR008805,Cyber Crime,Vijayanagara,Vijayanagara Town,2021-10-16,06:54:25,Escalated,CR02541,VI03791,Inspector Vijayanagara Town
FIR008806,Narcotics,Chitradurga,Chitradurga East,2021-08-23,10:43:22,Pending,CR02009,VI01859,Inspector Chitradurga East
FIR008807,Domestic Violence,Chitradurga,Chitradurga Rural,2025-02-04,10:36:14,Pending,CR01314,VI04868,Inspector Chitradurga Rural
FIR008808,Fraud,Yadgir,Yadgir East,2026-01-07,09:26:02,Closed,CR02743,VI00135,Inspector Yadgir East
FIR008809,Robbery,Haveri,Haveri East,2023-04-14,07:11:03,Closed,CR01056,VI00980,Inspector Haveri East
FIR008810,Robbery,Kodagu,Kodagu Town,2023-02-27,00:01:01,Closed,CR02821,VI04361,Inspector Kodagu Town
FIR008811,Narcotics,Belagavi,Market,2025-06-11,02:53:11,Closed,CR01181,VI03351,Inspector Market
FIR008812,Cyber Crime,Uttara Kannada,Uttara Kannada Town,2023-05-24,17:52:25,Open,CR00002,VI00251,Inspector Uttara Kannada Town
FIR008813,Assault,Bengaluru Rural,Bengaluru Rural Town,2022-02-14,19:53:14,Escalated,CR02385,VI00667,Inspector Bengaluru Rural Town
FIR008814,Robbery,Mysuru,Lashkar,2021-12-02,14:42:30,Under Investigation,CR02682,VI00945,Inspector Lashkar
FIR008815,Assault,Bengaluru Urban,Cubbon Park,2024-12-02,19:42:33,Under Investigation,CR02521,VI00840,Inspector Cubbon Park
FIR008816,Robbery,Mandya,Mandya East,2024-11-10,23:14:51,Pending,CR02282,VI04534,Inspector Mandya East
FIR008817,Theft,Hassan,Hassan Town,2024-04-21,09:41:24,Pending,CR00570,VI02450,Inspector Hassan Town
FIR008818,Vandalism,Bengaluru Rural,Bengaluru Rural Town,2021-09-19,05:42:15,Open,CR00973,VI03838,Inspector Bengaluru Rural Town
FIR008819,Robbery,Kolar,Kolar Rural,2023-05-29,16:18:22,Closed,CR02402,VI03460,Inspector Kolar Rural
FIR008820,Assault,Bagalkot,Bagalkot East,2022-05-11,23:42:44,Pending,CR01924,VI02171,Inspector Bagalkot East
FIR008821,Cyber Crime,Kodagu,Kodagu Town,2023-07-17,05:01:38,Escalated,CR02539,VI02018,Inspector Kodagu Town
FIR008822,Vandalism,Gadag,Gadag Town,2023-12-23,16:31:20,Pending,CR02708,VI02999,Inspector Gadag Town
FIR008823,Domestic Violence,Gadag,Gadag Rural,2023-07-13,00:57:37,Under Investigation,CR01833,VI02627,Inspector Gadag Rural
FIR008824,Robbery,Chamarajanagar,Chamarajanagar Rural,2024-07-08,03:03:08,Open,CR00834,VI01973,Inspector Chamarajanagar Rural
FIR008825,Fraud,Udupi,Udupi East,2023-08-13,05:47:43,Under Investigation,CR02827,VI02946,Inspector Udupi East
FIR008826,Theft,Dakshina Kannada,Kankanady,2025-03-19,05:24:31,Under Investigation,CR01151,VI03948,Inspector Kankanady
FIR008827,Robbery,Shivamogga,Shivamogga Rural,2025-04-11,13:40:10,Under Investigation,CR01712,VI04125,Inspector Shivamogga Rural
FIR008828,Domestic Violence,Ballari,Ballari Rural,2022-08-15,20:45:33,Escalated,CR02850,VI01338,Inspector Ballari Rural
FIR008829,Cyber Crime,Haveri,Haveri East,2022-08-22,18:29:32,Under Investigation,CR02054,VI02417,Inspector Haveri East
FIR008830,Cyber Crime,Chitradurga,Chitradurga Rural,2025-12-07,00:25:24,Open,CR01167,VI00213,Inspector Chitradurga Rural
FIR008831,Burglary,Hassan,Hassan Town,2022-08-21,01:57:22,Escalated,CR00255,VI04875,Inspector Hassan Town
FIR008832,Theft,Kodagu,Kodagu Rural,2024-02-07,14:50:44,Open,CR02605,VI03608,Inspector Kodagu Rural
FIR008833,Vandalism,Davanagere,Davanagere East,2025-09-09,23:55:20,Open,CR00656,VI00282,Inspector Davanagere East
FIR008834,Theft,Davanagere,Davanagere Rural,2022-02-14,16:43:27,Under Investigation,CR02383,VI02125,Inspector Davanagere Rural
FIR008835,Robbery,Gadag,Gadag Town,2026-05-14,10:58:48,Escalated,CR02010,VI02082,Inspector Gadag Town
FIR008836,Theft,Chitradurga,Chitradurga East,2023-10-12,18:18:20,Escalated,CR02806,VI04749,Inspector Chitradurga East
FIR008837,Domestic Violence,Bengaluru Rural,Bengaluru Rural Rural,2026-06-04,11:53:29,Closed,CR02278,VI02015,Inspector Bengaluru Rural Rural
FIR008838,Cyber Crime,Ballari,Ballari Rural,2025-01-31,16:00:35,Escalated,CR02230,VI02661,Inspector Ballari Rural
FIR008839,Vandalism,Davanagere,Davanagere East,2026-05-13,12:18:05,Pending,CR00211,VI02064,Inspector Davanagere East
FIR008840,Vandalism,Ballari,Ballari East,2023-11-13,05:56:50,Escalated,CR00600,VI04260,Inspector Ballari East
FIR008841,Assault,Vijayapura,Vijayapura Rural,2025-12-26,19:43:43,Pending,CR00058,VI00786,Inspector Vijayapura Rural
FIR008842,Robbery,Hassan,Hassan Town,2022-01-28,00:27:28,Open,CR01854,VI04193,Inspector Hassan Town
FIR008843,Burglary,Chikkaballapur,Chikkaballapur East,2023-06-03,09:17:48,Escalated,CR01368,VI00734,Inspector Chikkaballapur East
FIR008844,Narcotics,Dharwad,Dharwad Town,2022-10-06,17:18:48,Closed,CR01240,VI01116,Inspector Dharwad Town
FIR008845,Burglary,Davanagere,Davanagere Town,2024-01-25,10:20:56,Under Investigation,CR00569,VI01183,Inspector Davanagere Town
FIR008846,Robbery,Mandya,Mandya Town,2022-06-11,11:19:02,Escalated,CR02474,VI02688,Inspector Mandya Town
FIR008847,Robbery,Ramanagara,Ramanagara Town,2024-01-07,10:48:06,Under Investigation,CR01464,VI04602,Inspector Ramanagara Town
FIR008848,Assault,Raichur,Raichur East,2022-08-14,01:20:31,Under Investigation,CR00362,VI01587,Inspector Raichur East
FIR008849,Theft,Chitradurga,Chitradurga Town,2023-06-28,14:29:07,Open,CR01167,VI04933,Inspector Chitradurga Town
FIR008850,Fraud,Belagavi,Market,2021-12-16,07:52:45,Under Investigation,CR00427,VI03588,Inspector Market
FIR008851,Domestic Violence,Shivamogga,Shivamogga East,2024-05-05,22:09:00,Open,CR00550,VI04969,Inspector Shivamogga East
FIR008852,Theft,Ballari,Ballari Rural,2023-02-22,23:16:10,Under Investigation,CR01177,VI01748,Inspector Ballari Rural
FIR008853,Theft,Vijayapura,Vijayapura Town,2023-03-22,12:44:56,Escalated,CR01108,VI00984,Inspector Vijayapura Town
FIR008854,Narcotics,Bengaluru Urban,Electronic City,2024-05-28,13:43:30,Pending,CR02185,VI03480,Inspector Electronic City
FIR008855,Theft,Dakshina Kannada,Kankanady,2023-01-31,09:14:46,Under Investigation,CR00397,VI00398,Inspector Kankanady
FIR008856,Cyber Crime,Chamarajanagar,Chamarajanagar East,2021-09-25,07:30:05,Closed,CR00521,VI04349,Inspector Chamarajanagar East
FIR008857,Theft,Kodagu,Kodagu East,2022-10-31,23:24:41,Open,CR01105,VI02062,Inspector Kodagu East
FIR008858,Vandalism,Bengaluru Rural,Bengaluru Rural East,2022-12-30,02:25:43,Closed,CR02794,VI01985,Inspector Bengaluru Rural East
FIR008859,Traffic Violation,Dakshina Kannada,Barke,2024-11-14,12:30:19,Under Investigation,CR02660,VI04998,Inspector Barke
FIR008860,Narcotics,Vijayanagara,Vijayanagara Town,2022-03-30,09:22:37,Pending,CR00910,VI01562,Inspector Vijayanagara Town
FIR008861,Domestic Violence,Chitradurga,Chitradurga Rural,2021-08-03,22:26:24,Under Investigation,CR00050,VI04982,Inspector Chitradurga Rural
FIR008862,Assault,Gadag,Gadag East,2023-06-05,06:14:25,Closed,CR00510,VI01156,Inspector Gadag East
FIR008863,Narcotics,Shivamogga,Shivamogga Town,2023-08-03,05:18:44,Pending,CR00162,VI04920,Inspector Shivamogga Town
FIR008864,Fraud,Dharwad,Dharwad East,2023-12-04,13:50:24,Under Investigation,CR00253,VI03203,Inspector Dharwad East
FIR008865,Robbery,Dharwad,Dharwad East,2025-09-23,02:11:52,Open,CR02845,VI04226,Inspector Dharwad East
FIR008866,Robbery,Raichur,Raichur Rural,2024-07-06,05:01:47,Closed,CR00362,VI01439,Inspector Raichur Rural
FIR008867,Burglary,Ramanagara,Ramanagara Rural,2025-02-06,02:29:32,Pending,CR00361,VI02937,Inspector Ramanagara Rural
FIR008868,Robbery,Chikkaballapur,Chikkaballapur East,2025-01-18,03:44:12,Open,CR01526,VI04517,Inspector Chikkaballapur East
FIR008869,Traffic Violation,Shivamogga,Shivamogga Town,2021-10-29,16:38:36,Pending,CR01624,VI01259,Inspector Shivamogga Town
FIR008870,Robbery,Kodagu,Kodagu East,2024-10-11,16:47:43,Under Investigation,CR02932,VI04402,Inspector Kodagu East
FIR008871,Burglary,Tumakuru,Tumakuru East,2024-04-18,16:53:28,Pending,CR02313,VI03778,Inspector Tumakuru East
FIR008872,Traffic Violation,Shivamogga,Shivamogga Rural,2023-08-10,15:46:36,Pending,CR02678,VI02591,Inspector Shivamogga Rural
FIR008873,Cyber Crime,Raichur,Raichur Rural,2024-10-23,11:32:55,Closed,CR01418,VI03872,Inspector Raichur Rural
FIR008874,Narcotics,Mysuru,Vijayanagar,2026-03-15,18:08:45,Open,CR01912,VI01518,Inspector Vijayanagar
FIR008875,Traffic Violation,Haveri,Haveri Rural,2023-07-02,07:27:54,Open,CR02569,VI04634,Inspector Haveri Rural
FIR008876,Burglary,Bagalkot,Bagalkot East,2023-11-12,02:58:04,Open,CR00797,VI01179,Inspector Bagalkot East
FIR008877,Cyber Crime,Hassan,Hassan Rural,2023-06-30,16:42:11,Closed,CR02204,VI03327,Inspector Hassan Rural
FIR008878,Traffic Violation,Uttara Kannada,Uttara Kannada Town,2024-11-14,22:21:18,Closed,CR02267,VI04000,Inspector Uttara Kannada Town
FIR008879,Fraud,Bengaluru Rural,Bengaluru Rural Rural,2022-01-23,13:17:34,Under Investigation,CR00422,VI04162,Inspector Bengaluru Rural Rural
FIR008880,Fraud,Chitradurga,Chitradurga Town,2022-02-15,06:40:24,Open,CR00233,VI03086,Inspector Chitradurga Town
FIR008881,Robbery,Chitradurga,Chitradurga East,2022-05-24,19:50:49,Escalated,CR01038,VI03883,Inspector Chitradurga East
FIR008882,Narcotics,Haveri,Haveri Town,2026-01-08,17:38:31,Pending,CR01793,VI02521,Inspector Haveri Town
FIR008883,Fraud,Vijayapura,Vijayapura Rural,2026-04-21,01:15:19,Under Investigation,CR00479,VI04301,Inspector Vijayapura Rural
FIR008884,Robbery,Bengaluru Rural,Bengaluru Rural East,2024-08-29,03:28:53,Under Investigation,CR00785,VI01633,Inspector Bengaluru Rural East
FIR008885,Assault,Uttara Kannada,Uttara Kannada Rural,2025-06-17,06:02:56,Escalated,CR00801,VI03284,Inspector Uttara Kannada Rural
FIR008886,Fraud,Uttara Kannada,Uttara Kannada Town,2026-07-08,04:58:32,Under Investigation,CR02749,VI00295,Inspector Uttara Kannada Town
FIR008887,Fraud,Kalaburagi,Kalaburagi Rural,2026-02-01,07:59:05,Open,CR00897,VI03006,Inspector Kalaburagi Rural
FIR008888,Narcotics,Vijayanagara,Vijayanagara Rural,2026-02-04,23:45:06,Escalated,CR00632,VI04558,Inspector Vijayanagara Rural
FIR008889,Domestic Violence,Mandya,Mandya Rural,2024-08-25,16:35:58,Under Investigation,CR00628,VI00869,Inspector Mandya Rural
FIR008890,Theft,Mandya,Mandya Town,2025-10-18,18:53:32,Under Investigation,CR00139,VI01270,Inspector Mandya Town
FIR008891,Vandalism,Koppal,Koppal Rural,2026-03-02,12:53:58,Under Investigation,CR02940,VI03746,Inspector Koppal Rural
FIR008892,Burglary,Ballari,Ballari Town,2022-02-12,10:17:07,Open,CR01938,VI00990,Inspector Ballari Town
FIR008893,Fraud,Koppal,Koppal East,2021-12-11,18:51:41,Open,CR02837,VI01972,Inspector Koppal East
FIR008894,Fraud,Chamarajanagar,Chamarajanagar Rural,2024-12-19,14:24:48,Escalated,CR02049,VI01267,Inspector Chamarajanagar Rural
FIR008895,Assault,Uttara Kannada,Uttara Kannada Rural,2024-08-03,10:24:55,Closed,CR00114,VI00812,Inspector Uttara Kannada Rural
FIR008896,Traffic Violation,Bidar,Bidar Town,2024-07-10,11:52:29,Pending,CR00769,VI04381,Inspector Bidar Town
FIR008897,Narcotics,Davanagere,Davanagere Rural,2023-10-04,00:15:54,Pending,CR01437,VI04295,Inspector Davanagere Rural
FIR008898,Robbery,Dharwad,Dharwad East,2021-10-19,01:59:56,Under Investigation,CR00347,VI00387,Inspector Dharwad East
FIR008899,Narcotics,Bidar,Bidar Town,2022-07-24,03:50:10,Pending,CR01586,VI03254,Inspector Bidar Town
FIR008900,Robbery,Mysuru,Nazarbad,2021-08-28,09:04:48,Escalated,CR01553,VI04390,Inspector Nazarbad
FIR008901,Theft,Bengaluru Urban,Cubbon Park,2024-08-26,13:59:38,Escalated,CR02553,VI03309,Inspector Cubbon Park
FIR008902,Narcotics,Shivamogga,Shivamogga Rural,2026-03-19,22:37:57,Escalated,CR00150,VI02237,Inspector Shivamogga Rural
FIR008903,Burglary,Shivamogga,Shivamogga East,2023-11-28,06:28:21,Under Investigation,CR01805,VI00742,Inspector Shivamogga East
FIR008904,Traffic Violation,Vijayapura,Vijayapura Rural,2024-08-12,23:54:07,Closed,CR01150,VI00260,Inspector Vijayapura Rural
FIR008905,Burglary,Tumakuru,Tumakuru East,2021-08-09,06:44:36,Open,CR02225,VI01843,Inspector Tumakuru East
FIR008906,Traffic Violation,Chitradurga,Chitradurga Rural,2025-01-12,12:08:56,Escalated,CR00404,VI02395,Inspector Chitradurga Rural
